Achiever,Explorer,Socializer,Influencer,Risk aversion,Susceptibility,Age group,Home ownership,Tech savviness
1,2,4,1,Less risk averse,Least susceptible,Gen-Z,Renter,Luddite
2,0,4,2,More risk averse,Least susceptible,Boomer,Owner,Trendy
3,0,2,3,Most risk averse,More susceptible,Gen-Z,Renter,Luddite
3,2,1,2,More risk averse,More susceptible,Millenial,Renter,Trendy
2,4,1,1,Most risk averse,Most susceptible,Gen-X (older),Renter,Experimenter
1,2,3,2,More risk averse,Less susceptible,Silent,Renter,Follower
2,2,2,2,More risk averse,Less susceptible,Gen-Z,Renter,Trendy
0,1,6,1,Most risk averse,More susceptible,Silent,Owner,Trendy
2,6,0,0,Least risk averse,Most susceptible,Millenial,Owner,Trendy
2,3,1,2,Less risk averse,Least susceptible,Gen-Z,Renter,Luddite
1,2,2,3,Less risk averse,Least susceptible,Gen-X (younger),Owner,Trendy
2,2,1,3,Less risk averse,Most susceptible,Gen-Z,Renter,Trendy
2,6,0,0,Most risk averse,Most susceptible,Boomer,Renter,Trendy
4,0,1,3,Most risk averse,Less susceptible,Silent,Renter,Trendy
4,3,1,0,Least risk averse,More susceptible,Gen-Z,Owner,Trendy
2,3,2,1,More risk averse,Most susceptible,Gen-X (younger),Renter,Experimenter
0,5,1,2,Least risk averse,Least susceptible,Millenial,Owner,Experimenter
2,1,3,2,Most risk averse,Less susceptible,Silent,Renter,Trendy
2,3,2,1,More risk averse,More susceptible,Gen-X (younger),Renter,Luddite
2,2,4,0,More risk averse,Least susceptible,Millenial,Owner,Experimenter
2,2,3,1,Less risk averse,Least susceptible,Gen-Z,Renter,Trendy
3,2,1,2,Least risk averse,Least susceptible,Millenial,Renter,Luddite
4,2,0,2,Less risk averse,Most susceptible,Boomer,Owner,Luddite
3,3,0,2,More risk averse,More susceptible,Boomer,Owner,Experimenter
3,0,2,3,Most risk averse,Less susceptible,Gen-X (older),Owner,Trendy
2,4,1,1,Less risk averse,Most susceptible,Gen-X (younger),Renter,Trendy
4,1,1,2,More risk averse,Less susceptible,Gen-X (older),Renter,Follower
2,2,0,4,Most risk averse,Least susceptible,Gen-Z,Renter,Follower
2,3,2,1,Most risk averse,More susceptible,Gen-Z,Owner,Trendy
4,0,3,1,Least risk averse,Least susceptible,Silent,Owner,Trendy
2,2,1,3,Most risk averse,More susceptible,Millenial,Renter,Experimenter
2,2,3,1,More risk averse,Less susceptible,Gen-X (older),Owner,Luddite
2,4,1,1,More risk averse,More susceptible,Millenial,Owner,Luddite
1,4,2,1,Less risk averse,More susceptible,Silent,Renter,Trendy
0,3,1,4,Least risk averse,Most susceptible,Gen-X (younger),Owner,Follower
1,4,3,0,More risk averse,Less susceptible,Silent,Owner,Follower
3,3,2,0,Less risk averse,More susceptible,Boomer,Renter,Luddite
3,3,2,0,Least risk averse,Least susceptible,Millenial,Renter,Follower
4,1,2,1,Most risk averse,Less susceptible,Gen-X (younger),Owner,Follower
2,0,5,1,Less risk averse,Least susceptible,Silent,Renter,Follower
2,3,1,2,Most risk averse,Least susceptible,Gen-X (younger),Renter,Follower
1,3,3,1,Less risk averse,Most susceptible,Millenial,Renter,Follower
2,1,2,3,Less risk averse,More susceptible,Millenial,Owner,Experimenter
1,1,3,3,More risk averse,More susceptible,Gen-X (older),Renter,Luddite
1,2,2,3,Most risk averse,More susceptible,Gen-X (older),Owner,Luddite
2,4,2,0,Most risk averse,Less susceptible,Silent,Owner,Experimenter
0,2,6,0,More risk averse,Most susceptible,Millenial,Owner,Trendy
2,3,1,2,Least risk averse,Most susceptible,Gen-X (younger),Renter,Luddite
1,3,3,1,More risk averse,Least susceptible,Gen-X (younger),Renter,Luddite
4,1,2,1,Less risk averse,More susceptible,Gen-X (younger),Owner,Follower
1,3,3,1,Less risk averse,Most susceptible,Millenial,Renter,Follower
1,1,6,0,Least risk averse,Less susceptible,Silent,Renter,Follower
2,0,4,2,Most risk averse,Less susceptible,Boomer,Owner,Luddite
3,1,0,4,More risk averse,More susceptible,Gen-X (older),Owner,Follower
3,0,3,2,More risk averse,Least susceptible,Boomer,Renter,Follower
1,2,4,1,More risk averse,More susceptible,Millenial,Renter,Follower
4,2,0,2,Less risk averse,More susceptible,Gen-X (older),Owner,Follower
2,4,1,1,Less risk averse,Less susceptible,Gen-X (younger),Renter,Experimenter
3,3,1,1,Less risk averse,Least susceptible,Gen-Z,Renter,Follower
0,2,3,3,Less risk averse,Most susceptible,Millenial,Renter,Luddite
0,2,4,2,Less risk averse,More susceptible,Silent,Renter,Experimenter
2,3,1,2,Less risk averse,Less susceptible,Gen-Z,Owner,Luddite
0,1,2,5,Least risk averse,Most susceptible,Gen-X (younger),Renter,Luddite
1,3,2,2,Less risk averse,Less susceptible,Millenial,Owner,Trendy
3,2,1,2,Most risk averse,More susceptible,Gen-Z,Renter,Luddite
2,3,1,2,More risk averse,Least susceptible,Gen-Z,Owner,Follower
5,0,1,2,More risk averse,More susceptible,Gen-Z,Owner,Luddite
2,1,1,4,More risk averse,More susceptible,Millenial,Renter,Follower
2,2,2,2,More risk averse,Least susceptible,Gen-Z,Renter,Trendy
3,3,0,2,Least risk averse,Most susceptible,Gen-X (younger),Renter,Trendy
3,2,2,1,Least risk averse,More susceptible,Gen-Z,Renter,Trendy
0,1,5,2,Least risk averse,More susceptible,Gen-X (younger),Renter,Luddite
3,2,1,2,More risk averse,Most susceptible,Gen-X (younger),Renter,Luddite
1,2,4,1,More risk averse,More susceptible,Gen-X (older),Renter,Experimenter
4,1,0,3,Most risk averse,Least susceptible,Gen-X (older),Owner,Experimenter
2,3,3,0,Most risk averse,Less susceptible,Millenial,Renter,Trendy
2,3,2,1,Most risk averse,Most susceptible,Gen-X (younger),Owner,Trendy
1,4,2,1,Less risk averse,Least susceptible,Boomer,Renter,Luddite
2,2,3,1,More risk averse,Most susceptible,Gen-Z,Renter,Trendy
0,0,2,6,Most risk averse,Less susceptible,Silent,Renter,Trendy
0,3,4,1,Less risk averse,Most susceptible,Gen-X (older),Renter,Trendy
5,2,1,0,Most risk averse,Less susceptible,Gen-X (older),Renter,Trendy
1,3,1,3,More risk averse,Least susceptible,Silent,Owner,Experimenter
2,4,1,1,More risk averse,Least susceptible,Gen-X (older),Renter,Follower
2,2,1,3,Least risk averse,Less susceptible,Gen-X (older),Renter,Experimenter
3,1,3,1,Most risk averse,Most susceptible,Millenial,Renter,Experimenter
3,2,1,2,Most risk averse,Least susceptible,Gen-Z,Owner,Follower
3,0,2,3,More risk averse,More susceptible,Gen-Z,Renter,Luddite
2,2,3,1,Less risk averse,Most susceptible,Millenial,Renter,Experimenter
3,0,1,4,Most risk averse,Most susceptible,Gen-Z,Renter,Follower
1,2,4,1,Less risk averse,Least susceptible,Gen-X (older),Owner,Experimenter
2,1,3,2,Less risk averse,Less susceptible,Gen-X (older),Renter,Luddite
3,2,3,0,Least risk averse,Most susceptible,Gen-X (older),Renter,Trendy
2,2,0,4,Most risk averse,Less susceptible,Gen-Z,Renter,Experimenter
2,0,3,3,More risk averse,Less susceptible,Silent,Owner,Trendy
4,2,1,1,Least risk averse,More susceptible,Millenial,Owner,Trendy
3,3,2,0,Less risk averse,More susceptible,Boomer,Renter,Trendy
2,2,2,2,Least risk averse,Less susceptible,Silent,Owner,Follower
1,3,2,2,Most risk averse,Least susceptible,Boomer,Owner,Follower
4,0,2,2,Most risk averse,More susceptible,Gen-X (older),Owner,Follower
3,1,3,1,Less risk averse,Least susceptible,Boomer,Renter,Experimenter
3,2,2,1,Most risk averse,Least susceptible,Gen-X (younger),Owner,Experimenter
3,0,2,3,Most risk averse,More susceptible,Millenial,Owner,Trendy
4,1,2,1,Most risk averse,More susceptible,Silent,Renter,Luddite
4,3,0,1,Most risk averse,Least susceptible,Gen-X (older),Owner,Experimenter
1,1,5,1,Least risk averse,More susceptible,Gen-Z,Renter,Follower
2,2,2,2,Most risk averse,Less susceptible,Silent,Owner,Trendy
3,1,3,1,Least risk averse,Less susceptible,Gen-X (older),Owner,Experimenter
4,0,2,2,Less risk averse,Most susceptible,Silent,Owner,Experimenter
2,4,1,1,Least risk averse,Most susceptible,Gen-Z,Renter,Trendy
1,2,1,4,Least risk averse,Least susceptible,Gen-Z,Owner,Follower
4,1,2,1,Less risk averse,More susceptible,Silent,Owner,Trendy
2,2,3,1,Least risk averse,Least susceptible,Silent,Renter,Trendy
3,2,1,2,Least risk averse,Less susceptible,Gen-X (younger),Renter,Experimenter
2,4,2,0,Most risk averse,Most susceptible,Gen-X (younger),Owner,Experimenter
1,3,1,3,Least risk averse,Most susceptible,Millenial,Renter,Trendy
2,6,0,0,Least risk averse,More susceptible,Gen-X (older),Renter,Trendy
4,0,1,3,Least risk averse,Least susceptible,Gen-Z,Owner,Trendy
0,1,3,4,Most risk averse,Most susceptible,Silent,Renter,Experimenter
2,1,1,4,More risk averse,More susceptible,Gen-Z,Renter,Experimenter
3,0,2,3,Most risk averse,Most susceptible,Gen-Z,Renter,Follower
1,4,2,1,Most risk averse,Less susceptible,Gen-X (younger),Renter,Luddite
1,2,2,3,Least risk averse,Least susceptible,Gen-X (younger),Renter,Luddite
4,2,1,1,Least risk averse,More susceptible,Gen-X (older),Renter,Trendy
0,2,5,1,Most risk averse,Most susceptible,Gen-X (older),Owner,Experimenter
2,1,3,2,Most risk averse,More susceptible,Silent,Owner,Follower
2,0,4,2,More risk averse,Less susceptible,Boomer,Owner,Experimenter
1,2,4,1,Most risk averse,Least susceptible,Gen-Z,Owner,Trendy
4,2,1,1,Most risk averse,Less susceptible,Boomer,Renter,Experimenter
2,2,1,3,Least risk averse,Most susceptible,Gen-X (older),Owner,Trendy
1,1,3,3,Least risk averse,Less susceptible,Gen-X (older),Owner,Follower
2,1,3,2,Less risk averse,Most susceptible,Gen-X (younger),Owner,Follower
1,1,3,3,Less risk averse,Most susceptible,Silent,Owner,Luddite
2,3,2,1,Most risk averse,More susceptible,Gen-Z,Owner,Follower
2,2,0,4,Most risk averse,Less susceptible,Millenial,Renter,Trendy
2,3,1,2,Most risk averse,Most susceptible,Millenial,Owner,Experimenter
0,3,1,4,Least risk averse,More susceptible,Gen-Z,Owner,Trendy
2,2,1,3,More risk averse,Most susceptible,Millenial,Renter,Luddite
1,1,4,2,Least risk averse,Least susceptible,Millenial,Owner,Luddite
2,4,1,1,Less risk averse,Less susceptible,Gen-X (younger),Owner,Follower
2,3,2,1,Most risk averse,Least susceptible,Millenial,Owner,Trendy
3,1,2,2,Most risk averse,More susceptible,Gen-X (younger),Owner,Experimenter
1,1,3,3,Most risk averse,Least susceptible,Gen-Z,Renter,Luddite
2,3,2,1,Most risk averse,Least susceptible,Gen-X (younger),Owner,Experimenter
2,1,4,1,Least risk averse,Most susceptible,Silent,Renter,Luddite
2,0,2,4,Most risk averse,More susceptible,Gen-Z,Owner,Trendy
1,3,1,3,Less risk averse,Most susceptible,Gen-Z,Renter,Luddite
3,1,2,2,Most risk averse,Most susceptible,Gen-X (older),Owner,Follower
4,2,1,1,Less risk averse,More susceptible,Boomer,Renter,Follower
3,1,1,3,Less risk averse,More susceptible,Gen-X (younger),Renter,Trendy
4,0,3,1,Most risk averse,Least susceptible,Gen-Z,Owner,Trendy
3,2,3,0,Most risk averse,Less susceptible,Gen-Z,Renter,Trendy
2,3,3,0,More risk averse,Most susceptible,Boomer,Renter,Follower
3,1,1,3,Less risk averse,More susceptible,Millenial,Renter,Luddite
2,1,1,4,Most risk averse,Less susceptible,Millenial,Owner,Luddite
3,3,2,0,Least risk averse,More susceptible,Silent,Renter,Trendy
2,4,1,1,Most risk averse,Least susceptible,Gen-X (older),Owner,Trendy
2,2,2,2,Most risk averse,More susceptible,Boomer,Owner,Follower
0,3,2,3,Less risk averse,More susceptible,Silent,Renter,Experimenter
2,2,3,1,Most risk averse,Less susceptible,Gen-Z,Owner,Experimenter
3,0,0,5,Least risk averse,Less susceptible,Silent,Owner,Trendy
0,1,1,6,More risk averse,More susceptible,Boomer,Renter,Experimenter
3,0,3,2,Most risk averse,Less susceptible,Gen-Z,Renter,Follower
1,2,4,1,More risk averse,More susceptible,Silent,Owner,Follower
3,1,4,0,Less risk averse,Least susceptible,Boomer,Renter,Luddite
4,1,2,1,Most risk averse,Most susceptible,Silent,Renter,Follower
3,1,1,3,More risk averse,Most susceptible,Silent,Owner,Luddite
1,3,1,3,More risk averse,Less susceptible,Gen-Z,Renter,Experimenter
2,2,1,3,Most risk averse,Less susceptible,Gen-X (older),Renter,Trendy
1,3,1,3,Most risk averse,Less susceptible,Silent,Renter,Experimenter
2,2,3,1,Less risk averse,Less susceptible,Gen-Z,Owner,Trendy
2,1,4,1,Less risk averse,Least susceptible,Silent,Renter,Follower
1,3,4,0,Most risk averse,More susceptible,Silent,Owner,Follower
2,2,3,1,Less risk averse,More susceptible,Millenial,Owner,Follower
3,1,0,4,More risk averse,Least susceptible,Gen-X (older),Renter,Luddite
3,3,1,1,More risk averse,Least susceptible,Silent,Owner,Luddite
2,2,3,1,Most risk averse,Most susceptible,Millenial,Renter,Follower
2,1,2,3,More risk averse,Less susceptible,Gen-X (older),Owner,Luddite
1,3,2,2,Less risk averse,Least susceptible,Silent,Renter,Luddite
2,2,1,3,Less risk averse,Most susceptible,Silent,Renter,Trendy
2,1,2,3,Least risk averse,Most susceptible,Millenial,Renter,Experimenter
1,2,1,4,Most risk averse,Least susceptible,Millenial,Renter,Luddite
1,1,4,2,More risk averse,More susceptible,Gen-X (older),Owner,Experimenter
1,4,1,2,Less risk averse,More susceptible,Gen-Z,Owner,Experimenter
1,0,3,4,Most risk averse,Less susceptible,Gen-X (older),Renter,Luddite
3,1,2,2,Least risk averse,More susceptible,Gen-X (younger),Owner,Trendy
1,3,0,4,Least risk averse,More susceptible,Silent,Owner,Experimenter
3,1,3,1,Most risk averse,Less susceptible,Boomer,Renter,Trendy
3,3,1,1,More risk averse,Most susceptible,Gen-Z,Renter,Experimenter
3,1,2,2,Most risk averse,More susceptible,Gen-X (older),Renter,Luddite
1,0,3,4,Most risk averse,Most susceptible,Millenial,Renter,Trendy
1,3,3,1,More risk averse,Most susceptible,Millenial,Renter,Follower
2,1,3,2,More risk averse,Most susceptible,Silent,Renter,Experimenter
2,3,2,1,Less risk averse,Least susceptible,Silent,Owner,Follower
2,2,1,3,Most risk averse,Least susceptible,Gen-X (younger),Renter,Experimenter
2,3,3,0,Least risk averse,Less susceptible,Gen-X (younger),Renter,Luddite
1,2,4,1,Most risk averse,Least susceptible,Gen-X (younger),Owner,Experimenter
1,2,3,2,Less risk averse,Most susceptible,Silent,Renter,Experimenter
1,0,3,4,Less risk averse,More susceptible,Silent,Renter,Follower
1,4,2,1,Less risk averse,More susceptible,Gen-X (younger),Owner,Follower
1,0,5,2,Less risk averse,More susceptible,Gen-Z,Renter,Follower
0,3,2,3,Least risk averse,More susceptible,Silent,Renter,Experimenter
1,2,1,4,Least risk averse,Least susceptible,Silent,Renter,Experimenter
1,3,3,1,Least risk averse,Less susceptible,Gen-X (younger),Owner,Experimenter
2,1,1,4,More risk averse,More susceptible,Gen-X (younger),Owner,Follower
3,1,3,1,Most risk averse,More susceptible,Silent,Renter,Luddite
2,2,2,2,Most risk averse,More susceptible,Millenial,Renter,Luddite
1,4,2,1,Less risk averse,Most susceptible,Silent,Owner,Trendy
2,1,2,3,Less risk averse,Most susceptible,Boomer,Renter,Follower
2,3,2,1,Least risk averse,Least susceptible,Silent,Renter,Follower
3,1,2,2,More risk averse,Less susceptible,Gen-Z,Owner,Follower
1,2,4,1,Least risk averse,Less susceptible,Gen-X (younger),Renter,Experimenter
5,2,1,0,Most risk averse,Less susceptible,Silent,Owner,Experimenter
2,2,1,3,Less risk averse,More susceptible,Gen-X (younger),Renter,Luddite
3,1,1,3,Most risk averse,Least susceptible,Gen-X (younger),Renter,Luddite
5,3,0,0,More risk averse,Less susceptible,Millenial,Owner,Follower
1,2,4,1,More risk averse,Most susceptible,Gen-Z,Renter,Experimenter
2,2,1,3,More risk averse,Least susceptible,Gen-X (older),Owner,Follower
2,1,4,1,Less risk averse,Less susceptible,Silent,Renter,Trendy
2,1,4,1,Less risk averse,Most susceptible,Silent,Owner,Follower
2,0,2,4,Most risk averse,Less susceptible,Millenial,Renter,Trendy
1,1,2,4,Most risk averse,More susceptible,Millenial,Owner,Follower
4,1,2,1,Most risk averse,Least susceptible,Boomer,Owner,Trendy
3,0,1,4,More risk averse,Most susceptible,Gen-Z,Renter,Follower
4,1,2,1,Most risk averse,Most susceptible,Boomer,Renter,Follower
2,2,0,4,More risk averse,Less susceptible,Boomer,Owner,Follower
2,2,1,3,Least risk averse,Less susceptible,Gen-X (younger),Owner,Follower
3,4,1,0,More risk averse,Less susceptible,Gen-X (older),Renter,Trendy
1,1,3,3,Most risk averse,Least susceptible,Gen-X (older),Renter,Follower
2,2,0,4,Less risk averse,Less susceptible,Gen-Z,Owner,Luddite
2,1,4,1,More risk averse,Less susceptible,Gen-Z,Owner,Trendy
2,0,2,4,Less risk averse,More susceptible,Gen-X (older),Owner,Trendy
0,4,1,3,Least risk averse,More susceptible,Boomer,Owner,Experimenter
3,2,1,2,More risk averse,Less susceptible,Gen-X (older),Owner,Follower
3,0,3,2,Least risk averse,More susceptible,Gen-X (younger),Renter,Trendy
2,0,2,4,Least risk averse,Least susceptible,Gen-X (older),Renter,Luddite
0,3,2,3,Less risk averse,Most susceptible,Silent,Renter,Experimenter
1,3,0,4,Most risk averse,Less susceptible,Boomer,Renter,Trendy
1,1,3,3,Less risk averse,Least susceptible,Gen-X (older),Owner,Luddite
4,0,3,1,More risk averse,Less susceptible,Boomer,Renter,Luddite
1,2,2,3,Most risk averse,Less susceptible,Millenial,Owner,Luddite
3,0,2,3,More risk averse,Most susceptible,Boomer,Owner,Experimenter
2,0,4,2,More risk averse,Less susceptible,Gen-Z,Owner,Follower
2,0,1,5,More risk averse,Least susceptible,Millenial,Owner,Luddite
4,0,2,2,Most risk averse,Less susceptible,Millenial,Renter,Luddite
2,3,1,2,Most risk averse,Most susceptible,Millenial,Owner,Follower
1,1,2,4,Least risk averse,Most susceptible,Gen-X (younger),Renter,Trendy
3,3,2,0,Most risk averse,Least susceptible,Silent,Renter,Experimenter
3,1,3,1,Most risk averse,More susceptible,Millenial,Renter,Experimenter
2,3,2,1,Most risk averse,More susceptible,Gen-X (younger),Owner,Luddite
1,2,3,2,Less risk averse,More susceptible,Gen-X (younger),Owner,Follower
2,1,0,5,More risk averse,More susceptible,Silent,Renter,Trendy
1,2,1,4,Most risk averse,Less susceptible,Gen-X (younger),Renter,Trendy
3,3,2,0,More risk averse,More susceptible,Silent,Owner,Follower
3,0,2,3,Most risk averse,More susceptible,Gen-Z,Owner,Follower
1,2,3,2,Least risk averse,Least susceptible,Gen-X (older),Owner,Trendy
2,3,1,2,Most risk averse,Least susceptible,Gen-Z,Renter,Experimenter
2,3,1,2,Least risk averse,More susceptible,Gen-Z,Owner,Trendy
1,2,2,3,Least risk averse,More susceptible,Gen-X (younger),Renter,Luddite
2,1,3,2,Less risk averse,More susceptible,Millenial,Renter,Experimenter
3,1,1,3,Most risk averse,Least susceptible,Gen-Z,Owner,Follower
0,3,1,4,Least risk averse,Least susceptible,Silent,Renter,Trendy
1,2,2,3,Most risk averse,Less susceptible,Silent,Renter,Experimenter
0,3,4,1,Less risk averse,Most susceptible,Boomer,Renter,Experimenter
1,2,3,2,More risk averse,Less susceptible,Gen-X (younger),Owner,Luddite
2,1,2,3,Least risk averse,Most susceptible,Gen-Z,Renter,Follower
3,2,0,3,Most risk averse,Most susceptible,Millenial,Owner,Trendy
3,1,2,2,Least risk averse,Least susceptible,Gen-Z,Renter,Follower
2,2,2,2,More risk averse,More susceptible,Gen-X (older),Renter,Follower
2,1,1,4,Least risk averse,Least susceptible,Gen-Z,Owner,Luddite
0,3,4,1,More risk averse,Least susceptible,Gen-X (younger),Owner,Trendy
0,1,3,4,More risk averse,Less susceptible,Boomer,Renter,Trendy
2,2,3,1,Less risk averse,Most susceptible,Gen-Z,Renter,Experimenter
3,2,2,1,Less risk averse,Less susceptible,Gen-X (older),Owner,Follower
0,3,3,2,More risk averse,More susceptible,Gen-X (older),Owner,Trendy
2,1,3,2,More risk averse,Less susceptible,Gen-Z,Owner,Luddite
2,2,2,2,Most risk averse,Less susceptible,Silent,Owner,Luddite
1,3,2,2,More risk averse,Least susceptible,Boomer,Owner,Follower
2,2,2,2,Least risk averse,Least susceptible,Gen-X (older),Renter,Luddite
2,2,2,2,More risk averse,Less susceptible,Millenial,Renter,Luddite
0,3,1,4,Most risk averse,Least susceptible,Gen-X (younger),Renter,Follower
2,3,1,2,More risk averse,Less susceptible,Gen-X (older),Owner,Experimenter
2,1,2,3,Least risk averse,Least susceptible,Boomer,Renter,Follower
0,3,4,1,Less risk averse,Less susceptible,Boomer,Owner,Experimenter
3,2,3,0,Less risk averse,Least susceptible,Boomer,Renter,Luddite
1,2,4,1,Less risk averse,Least susceptible,Silent,Owner,Experimenter
4,1,2,1,Least risk averse,More susceptible,Millenial,Owner,Luddite
1,3,2,2,Least risk averse,Less susceptible,Gen-X (younger),Owner,Experimenter
2,1,2,3,More risk averse,Least susceptible,Gen-X (younger),Renter,Trendy
4,2,1,1,Least risk averse,Less susceptible,Gen-X (older),Renter,Luddite
1,0,7,0,More risk averse,Least susceptible,Boomer,Renter,Luddite
2,2,2,2,Most risk averse,Most susceptible,Boomer,Owner,Experimenter
2,1,4,1,Least risk averse,More susceptible,Gen-Z,Owner,Follower
3,1,2,2,Least risk averse,Less susceptible,Gen-Z,Renter,Trendy
3,2,2,1,Least risk averse,Most susceptible,Gen-X (older),Renter,Experimenter
1,3,2,2,More risk averse,Most susceptible,Boomer,Renter,Follower
2,0,3,3,Most risk averse,Most susceptible,Gen-X (older),Owner,Experimenter
0,1,3,4,Most risk averse,Most susceptible,Gen-Z,Owner,Follower
1,4,0,3,Most risk averse,Most susceptible,Silent,Renter,Trendy
2,2,4,0,More risk averse,More susceptible,Gen-X (younger),Owner,Luddite
3,2,1,2,Most risk averse,Least susceptible,Gen-X (older),Owner,Luddite
4,2,0,2,Least risk averse,More susceptible,Boomer,Owner,Luddite
6,0,2,0,More risk averse,More susceptible,Millenial,Renter,Experimenter
3,1,2,2,More risk averse,More susceptible,Silent,Renter,Luddite
2,4,1,1,Most risk averse,Least susceptible,Gen-X (older),Owner,Experimenter
1,3,2,2,More risk averse,More susceptible,Boomer,Renter,Trendy
1,2,3,2,Least risk averse,Most susceptible,Silent,Renter,Trendy
1,1,2,4,Most risk averse,Least susceptible,Millenial,Owner,Follower
1,1,4,2,More risk averse,Less susceptible,Millenial,Renter,Follower
2,0,2,4,Most risk averse,Less susceptible,Silent,Renter,Luddite
2,1,4,1,Most risk averse,More susceptible,Silent,Owner,Experimenter
1,3,2,2,Most risk averse,Less susceptible,Gen-X (older),Renter,Trendy
1,4,2,1,Less risk averse,Less susceptible,Gen-X (younger),Owner,Follower
3,1,2,2,Least risk averse,Least susceptible,Silent,Renter,Trendy
2,2,2,2,Less risk averse,Less susceptible,Silent,Owner,Follower
2,1,3,2,Less risk averse,Least susceptible,Silent,Renter,Follower
4,0,1,3,Less risk averse,Least susceptible,Gen-X (younger),Renter,Follower
3,1,3,1,Less risk averse,Less susceptible,Boomer,Renter,Experimenter
1,1,3,3,Most risk averse,Most susceptible,Gen-X (younger),Renter,Trendy
5,1,1,1,Less risk averse,Most susceptible,Gen-X (younger),Owner,Luddite
2,2,4,0,Less risk averse,More susceptible,Gen-Z,Owner,Trendy
2,3,2,1,Most risk averse,Less susceptible,Boomer,Renter,Experimenter
1,4,2,1,Less risk averse,More susceptible,Gen-X (younger),Renter,Luddite
1,3,3,1,More risk averse,Least susceptible,Boomer,Owner,Follower
2,3,2,1,Most risk averse,Least susceptible,Gen-X (older),Owner,Follower
1,3,2,2,Less risk averse,Least susceptible,Millenial,Owner,Trendy
3,1,2,2,Least risk averse,More susceptible,Gen-Z,Owner,Experimenter
1,1,4,2,Least risk averse,Least susceptible,Gen-X (older),Owner,Follower
3,0,3,2,More risk averse,Less susceptible,Boomer,Owner,Experimenter
2,3,2,1,More risk averse,Less susceptible,Millenial,Owner,Luddite
1,0,2,5,Most risk averse,Most susceptible,Gen-X (older),Owner,Luddite
2,3,2,1,More risk averse,Most susceptible,Gen-X (older),Owner,Trendy
1,3,2,2,Most risk averse,Most susceptible,Gen-Z,Renter,Experimenter
2,2,2,2,Most risk averse,More susceptible,Millenial,Owner,Experimenter
3,1,2,2,More risk averse,More susceptible,Millenial,Renter,Luddite
